Date (yr-month-day),Newspaper title,Article Title,page(s),Location,Overall Portrayal,Prostitution/Sex,Crime,Poverty,Keywords
1885-07-06,Morning Post,Music for the People,2,"Toynbee Hall, Whitechapel",positive,,,,"music, show"
1885-07-06,Morning Post,Chancery Division,6,"Earlstone-Street, Whitechapel",neutral,,,,"court case, railway"
1885-07-06,Pall Mall Gazette,A New Hall for the East End,7,"Assembly Hall, Whitechapel Road",positive,,,yes,"building, improvement"
1885-07-06,St. James's Gazette,The German Reformed Church,12,"Garlstone Street, Whitechapel",neutral,,,,"court case, railway"
1885-07-08,Nottingham Evening Post,Metropolitan Notes,2,"Toynbee Hall, Whitechapel",positive,,,yes,"improvement, charity, overcrowding"
1885-07-08,Pall Mall Gazette,Imprisoned in Brothels,5,"Salvation Army, Whitechapel",negative,yes,yes,,"prostitution, Salvation Army"
1885-07-08,Suffold and Essex Free Press,Dwellings of the Poor,3,"Bell Lane, Whitechapel",negative,,,yes,"Metropolitan Board of works, Overcrowding, improvement"
1885-07-09,Leeds Mercury,"Mr. J. Morley, M.P. at Whitechapel",7,"St. Mary's Schoolrooms, Whitechapel",positive,,,,"politics, election"
1885-07-09,Banbury Advertiser,Dwellings of the Poor,2,"Bell Lane, Whitechapel",negative,,,yes,"Metropolitan Board of works, Overcrowding, improvement"
1885-07-09,Aberdeen Free Press,Mr. John Morley at Whitechapel,5,"St. Mary's Schools, Whitechapel",neutral,,,,"politics, election"
1885-07-10,St. James's Gazette,The Condemned Prisoner in Newgate,13,Newgate Prison.,negative,,yes,,"murder, execution"
1885-07-11,Dublin Weekly Nation,Dissensions Amongst the Whigs,5,"St. Mary's Schools, Whitechapel",neutral,,,,"politics, election"
1885-07-11,Hampshire Advertiser,American Sugar Bounties,2,"Leman Street, Whitechapel",neutral,,,,"politics, sugar bounties"
1885-07-11,Cardiff Times,"Mr. John Morley, M.P. at Whitechapel",6,"St. Mary's Schools, Whitechapel",neutral,,,,"politics, election"
1885-07-12,Lloyd's Weekly Newspaper,Middlesex Sessions-The Dangers of Whitechapel,8,Whitechapel Road,negative,,yes,,robbery
1885-07-12,Lloyd's Weekly Newspaper,Miscellaneous Summary,2,"Baker's Row, Whitechapel",negative,,,,"fire, injury"
1885-07-12,Lloyd's Weekly Newspaper,Overcrowding in the East End,4,"Bell Lane, Whitechapel",negative,,,yes,"overcrowding, Metropolitan Board of Works"
1885-07-12,Reynolds's Newspaper,Summary of Latest Home News,8,"Middlesex-street, Whitechapel",neutral,,,,accident
1885-07-15,Western Daily Press,London Letter,8,"Toynbee Hall, Whitechapel",neutral,,,yes,"newspapers, sanitation, improvement"
1885-07-17,Dundee Evening Telegraph,Ladies' Column- A Stroll in Whitechapel,4,Whitechapel Road,positive,,,yes,"visit, stalls"
1885-07-18,Freeman's Journal,East London Hibernian Club and Institute,4,4 Thomas Street,neutral,,,,politics
1885-07-23,Morning Post,Her Royal Highness...,5,"Working Lads' Institute, Whitechapel Road",neutral,,,,royal visit
1885-07-24,Birmingham Daily Post,Gleanings,3,"Working Lads' Institute, Whitechapel Road",positive,,,,royal visit
1885-07-25,London Evening Standard,The Board of Works,2,142 Whitechapel Road,negative,,yes,,"Metropolitan Board of Works, exhibition, nuisance"
1885-07-26,Lloyd's Weekly Newspaper,Fires in the Metropolis,12,"19 Tenter-street north, Whitechapel",neutral,,,,fire
1885-07-28,Morning Post,Whitechapel Foundation School,5,"Whitechapel Foundation School, Charity Commission, Leman street, Whitechapel",positive,,,,"prizes, education"
1885-07-28,Morning Post,Middlesex Sessions,3,Whitechapel casual ward,negative,,yes,yes,vagabond
1885-07-28,St. James's Gazette,The Government and Sugar Bounties,13,"The Trafalgar, Leman street, Whitechapel",neutral,,,,"sugar bounties, politics"
1885-07-30,Bath Chronicle and Weekly Gazette,"Court, fashion, etc.",6,"Working Lads Institute, Whitechapel Road",positive,,,,royal visit
1885-07-31,Cornubian and Redruth Times,Epitome of News,3,London Hospital; Whitechapel,neutral,,,,"burn, accident"
1885-07-31,London Evening Standard,Police Intelligence,6,"Church lane, Whitechapel",negative,,yes,,"theft, receiving stolen goods"
1885-08-01,Illustrated Police News,An Extraordinary Character,4,Whitechapel casual ward,negative,,yes,yes,vagabond
1885-08-01,Pall Mall Gazette,Other meetings,8,"St. Mary's Schools, Whitechapel",positive,yes,yes,,"meeting, politics"
1885-08-01,Reading Mercury,Windsor Petty Sessions,5,Windsor Police Court; Whitechapel,negative,,yes,,newspapers
1885-08-01,Beverley and East Riding Recorder,"""A horrible case of...""",7,Whitechapel; London Hospital,neutral,,,,"accident, injury"
1885-08-01,Buckingham Advertiser,The Sunday Society,2,"St. Jude's, Whitechapel",neutral,,,,"Sunday observance, politics"
1885-08-03,Gloucester Citizen,General Intelligence,3,Central Criminal Court; Whitechapel,negative,,yes,,robbery
1885-08-05,London Daily News,The Government and Foreign Sugar Bounties,3,"Leman Street, Whitechapel",neutral,,,,"meeting, sugar bounties, politics"
1885-08-07,Chelmsford Chronicle,Petty Sessions,2,"9 East Street, Whitechapel",negative,,yes,,theft
1885-08-08,Aberdeen Journal,Shocking Death at School,3,"Bell Lane, Whitechapel",neutral,,,,"accident, inquest, death"
1885-08-08,Yorkshire Post and Leeds Intelligencer,Commercial News,11,Little Prescott street,neutral,,,,"improvement, roads"
1885-08-08,Illustrated Police News,Daring Carriage Robbery,3,"Brushfield Street, Whitechapel",negative,,yes,,robbery
1885-08-08,Buckingham Advertiser,Foreign Sugar Bounties,6,"Leman street, Whitechapel",neutral,,,,"meeting, sugar bounties, politics"
1885-08-08,Bury Free Press,Foreign Sugar Bounties,6,"Leman street, Whitechapel",neutral,,,,"meeting, sugar bounties, politics"
1885-08-08,Chepstow Weekly Advertiser,Foreign Sugar Bounties,2,"Leman street, Whitechapel",neutral,,,,"meeting, sugar bounties, politics"
1885-08-09,Lloyd's Weekly Newspaper,Open Verdict,3,Whitechapel Infirmary,negative,,,,"inquest, death, illness"
1885-08-09,Reynolds's Newspaper,Fires in London,8,137 Whitechapel Road,neutral,,,,fire
1885-08-10,Morning Post,Parliamentary Candidates and Foreign Bounties,3,"Leman Street, Whitechapel",neutral,,,,"sugar bounties, politics"
1885-08-11,Western Daily Press,Cruelty to a Horse,7,"Blackhorse yard, Whitechapel",negative,,yes,,"cruelty to animals, omnibus"
1885-08-12,Pall Mall Gazette,Indecent Assault on a Child,10,"Horse and Leaping Bar, Hight street, Whitechapel",negative,yes,yes,,"assault, child"
1885-08-15,Illustrated Police News,The death of Edward...,4,"Weaver's Arms, Baker's-row, Whitechapel",neutral,,,,"death, accident"
1885-08-16,Lloyd's Weekly Newspaper,Fires in the Metropolis,3,"51 Charlotte Street, Whitechapel",neutral,,,,fire
1885-08-17,Morning Post,The Commission on Depression in Trade,3,"Trafalgar Hotel, Leman street, Whitechapel",neutral,,,,"unemployment, sugar bounties, election"
1885-08-18,Morning Post,Police Intelligence,6,Whitechapel Road,negative,,yes,,"disorderly conduct, drunkeness"
1885-08-19,Morning Post,Inquests,3,"The Pavillion, Whitechapel",negative,,,,"inquest, death, overdose"
1885-08-21,Edinburgh Evening News,Prepared for the Thieves,4,Whitechapel Road,negative,,yes,,theft
1885-08-22,Illustrated Police News,Items of News,4,Whitechapel Road,negative,,yes,,"disorderly conduct, drunkeness"
1885-08-22,Shoreditch Observer,Clever Capture of a Thief,4,Whitechapel Road,negative,,yes,,theft
1885-08-22,Buckingham Advertiser,Sudden Death of an Actor,6,"Pavilion Theatre, Whitechapel",neutral,,,,death
1885-08-23,Lloyd's Weekly Newspaper,Police Intelligence,8,Whitechapel Road,negative,,yes,,"disorderly conduct, drunkeness"
1885-08-23,Lloyd's Weekly Newspaper,Annoying the Salvation Army,3,"Salvation Army Hall, Whitechapel",negative,,yes,,"disorderly conduct, drunkeness"
1885-08-24,Manchester Courier and Lancashire General Advertiser,Clever Capture of a House-Breaker,6,"9 Dorset Street, Whitechapel",neutral,,yes,,breaking and entering
1885-08-25,Sheffield Daily Telegraph,Depressed Trade Commission,6,"Trafalgar Hotel, Leman street, Whitechapel",neutral,,,,"politics, economics, sugar bounties"
1885-08-25,London Daily News,The Royal Commission and the Sugar Bounties,3,"Trafalgar Hotel, Leman street, Whitechapel",neutral,,,,"politics, economics, sugar bounties"
1885-08-26,Morning Post,Police Intelligence,6,"Leman Street, Whitechapel",negative,,yes,,"robbery, tea"
1885-08-27,Exeter and Plymouth Gazette,A Suspicious Case,4,"Jewish Girls' School, Old Castle Street, Whitechapel",negative,,yes,,child
1885-08-27,Morning Post,Police Intelligence,6,"Jewish Girls' School, Old Castle Street, Whitechapel",negative,,yes,,child
1885-08-28,Edinburgh Evening News,Singular Charge of Attempted Abduction,4,"Jewish Girls' School, Old Castle Street, Whitechapel",negative,,yes,,child abduction
1885-08-28,Morning Post,Charge of Burglary,6,"Great Garden street, Whitechapel",negative,,yes,,"burglary, breaking and entering"
1885-08-28,Manchester Courier and Lancashire General Advertiser,Charge of Burglary,6,"Great Garden street, Whitechapel",negative,,yes,,"burglary, breaking and entering"
1885-08-28,St. James's Gazette,Charge of Burglary,13,"Great Garden street, Whitechapel",negative,,yes,,"burglary, breaking and entering"
1885-08-29,Illustrated Police News,Police Intelligence,3,"28 Commercial Road, Whitechapel",negative,,yes,,embezzlement
1885-08-30,Reynolds's Newspaper,Summary of Latest Home News,8,"Common Lodging House, Wentworth Street, Whitechapel",neutral,,,,injury
1885-08-31,London Evening Standard,Election Intelligence,3,"Trafalgar Hotel, Leman street, Whitechapel",neutral,,,,"politics, election"
1885-09-01,Pall Mall Gazette,Failing to Consume Smoke,10,Whitechapel Road,negative,,yes,,sugar industry
1885-09-03,Pall Mall Gazette,Conservative Voting Objections,6,St. Mary's School Rooms,negative,,,,"politics, election"
1885-09-04,Cornubian and Redruth Times,Epitome of News,3,"George Street, Whitechapel",negative,,yes,,violent assault
1885-09-04,Morning Post,Inquests,6,"Weaval Arms, Baker's Row",negative,,,yes,"inquest,death"
1885-09-04,Morning Post,Serious Charge of Embezzlement,6,"Backchurch lane, Whitechapel",negative,,yes,,embezzlement
1885-09-05,Pall Mall Gazette,The Princess of Wales...,5,"Working Lads' Institute, Whitechapel Road",positive,,,,royal visit
1885-09-05,Beverley and East Riding Recorder,"""An Irish labourer...""",7,"George Street, Whitechapel",negative,,yes,,assault
1885-09-06,Lloyd's Weekly Newspaper,Fires in the Metropolis,3,236 Whitechapel Road,neutral,,,,fire
1885-09-06,Lloyd's Weekly Newspaper,Yesterday's Inquests,12,London Hospital,neutral,,,,"injury, accident"
1885-09-07,Morning Post,Charge of Robbing a Pole,6,"No. 55 New Road, Whitechapel",negative,,yes,,"fraud, theft, Pole"
1885-09-08,Morning Post,Police Intelligence,3,"Backchurch lane, Whitechapel",negative,,yes,,theft
1885-09-08,Bristol Mercury,News of the Day,5,Whitechapel Road,neutral,,,,drowning
1885-09-08,London Evening Standard,Police Intelligence,6,"34 Leman street, Whitechapel",negative,,yes,,Forgery
1885-09-08,Aberdeen Evening Express,Case of Drowning,2,Whitechapel Road,neutral,,,,drowning
1885-09-08,Aberdeen Free Press,Two boys while...,6,Whitechapel Road,neutral,,,,drowning
1885-09-08,Bury and Norwich Post,Singular Charge of Robbery,3,"55 New Road, Whitechapel",negative,,yes,,"fraud, theft, Pole"
1885-09-10,Banbury Advertiser,Singular Charge of Robbery,2,"55 New Road, Whitechapel",negative,,yes,,"fraud, theft, Pole"
1885-09-12,Illustrated Police News,Everybody's Column,2,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-09-12,Aberdeen Journal,General News,3,Whitechapel Road,neutral,,,,drowning
1885-09-12,Cardiff Times,Exciting Scene at Ramsgate,7,Whitechapel Road,neutral,,,,drowning
1885-09-13,Reynolds's Newspaper,Police Courts,8,"34 Leman street, Whitechapel",negative,,yes,,Forgery
1885-09-17,Morning Post,University Teaching in East London,2,"Toynbee Hall, Whitechapel",positive,,,,"education, improvement"
1885-09-17,London Evening Standard,Lord Ripon on University Education,3,"Toynbee Hall, Whitechapel",positive,,,,"education, improvement"
1885-09-17,St. James's Gazette,A Cabman's Difficulty,8,Whitechapel Road,negative,,,,"illness, disease"
1885-09-18,London Evening Standard,The London Society for...,3,"Toynbee Hall, Whitechapel",neutral,,,,"education, University Extension Society"
1885-09-19,London Evening Standard,The Tower Hamlets Register-Letters to the Editor,3,102 Whitechapel Road,neutral,,,,"politics, election"
1885-09-19,Essex Standard,"Mr. Willis, Q.C, M.P. at Whitechapel",8,"Brick lane, Whitechapel",neutral,,,,"politics, election"
1885-09-21,Morning Post,The Foreign Bounty System,7,"Trafalgar Hotel, Leman street, Whitechapel",neutral,,,,"politics, election, unemployment, sugar bounties"
1885-09-22,London Daily News,The Socialists and the Free Speech Question,2,"1 Tentner street, Whitechapel",negative,,yes,,"politics, resisting police"
1885-09-23,Daily Gazette for Middlesborough,On several occasions...,2,  Whitechapel,neutral,,yes,,"politics, resisting police"
1885-09-23,Yorkshire Post and Leeds Intelligence,The London Socialists and the Police,4,"Dod Street, Whitechapel",neutral,,,,"politics, Socialists"
1885-09-26,Worcestershire Chronicle,Religious News,3,"St. Jude's , Whitechapel",positive,,,,"education, improvement, university"
1885-09-26,Essex Standard,Colchester and County Notes,2,Colchester; Whitechapel,neutral,,,,"politics, election"
1885-09-26,Hertford Mercury and Reformer,Petty Sessions,3,Whitechapel Road,negative,,yes,,forgery
1885-09-26,London Evening Standard,Police Intelligence,2,"34 Leman Street, Whitechapel",negative,,yes,,"forgery, roubles"
1885-09-27,Lloyd's Weekly Newspaper,Hard on the Cabman,8,Whitechapel Road,negative,,,,"illness, disease"
1885-09-27,Reynolds's Newspaper,Prosecution of Socialists,6,Dod street and Burdett road,negative,,yes,,"politics, resisting police"
1885-09-29,Mid Sussex Times,Harvest Thanksgiving Services,5,"London Hospital, Whitechapel",positive,,,,"donation, religion"
1885-10-01,Morning Post,Her Royal Highness...,5,"Working Lads' Institute, Whitechapel Road",positive,,,,royal visit
1885-10-01,Pall Mall Gazette,"Working Lads' Institute, Whitechapel",10,"Working Lads' Institute, Whitechapel Road",positive,,,,royal visit
1885-10-01,London Evening Standard,The Registration Courts-Tower Hamlets,2,"Court House, Wellclose square; Whitechapel",neutral,,,,"elections, politics"
1885-10-02,St. James's Gazette,The Registration Courts-Claims of Aliens,11,"court House, Wellclose square; Whitechapel",neutral,,,,"politics, election"
1885-10-02,Birmingham Daily Post,Gleanings,7,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-10-03,Morning Post,The Forgery of Russian Notes,3,"34 Leman Street, Whitechapel",negative,,yes,,"forgery, roubles, testimony"
1885-10-03,London Evening Standard,Police Intelligence-Guildhall,2,"34 Leman Street, Whitechapel",negative,,yes,,"forgery, roubles, testimony"
1885-10-03,London Evening Standard,The Registration Courts,3,"court House, Wellclose square; Whitechapel",neutral,,,,"politics, election"
1885-10-03,Shoreditch Observer,Harvest Festival at the Pavilion Theatre,2,"Pavilion Theatre, Whitechapel",positive,,,,religion
1885-10-03,Pall Mall Gazette,Stealing a Judge's Wine,10,  Whitechapel County Court,negative,,yes,,theft
1885-10-04,Lloyd's Weekly Newspaper,Town and Country Talk,5,"Working Lads' Institute, Whitechapel Road",positive,,,,royal visit
1885-10-04,Lloyd's Weekly Newspaper,Miscellaneous Summary,4,"Garden-street, Whitechapel",neutral,,,,accident
1885-10-04,Reynolds's Newspaper,"Yesterday's Law, Police, etc.",8,London Hospital,negative,,yes,,assault
1885-10-05,Pall Mall Gazette,Occasional Notes,3,"Toynbee Hall, Whitechapel",positive,,,yes,"improvement, education, literature"
1885-10-05,Morning Post,Lord Ripon on University Teaching,3,"Toynbee Hall, Whitechapel",positive,,,,"improvement, education"
1885-10-05,London Daily News,The Marquis of Ripon opened...,4,"Toynbee Hall, Whitechapel",positive,,,,"improvement, education"
1885-10-05,London Daily News,The Police Courts,7,London Hospital,negative,,yes,,"assault, attempted murder"
1885-10-05,London Evening Standard,In the revision of...,3,"69 White Lion Street, Whitechapel",neutral,,,,"election, revision"
1885-10-05,St. James's Gazette,Lord Ripon in Whitechapel,9,"Toynbee Hall, Whitechapel",positive,,,,"improvement, education, class"
1885-10-05,Bristol Mercury,The Marquis of Ripon...,8,"Toynbee Hall, Whitechapel",positive,,,,education
1885-10-06,London Evening Standard,The Registration Courts,2,"Wellclose-square, Leman street",neutral,,,,"election, politics"
1885-10-06,Bury and Norwich Post,Theft of a Judge's Wine,3,Thames Police Court,negative,,yes,,theft
1885-10-07,London Daily News,Metropolitan Public Gardens Association,2,"London Hospital, Whitechapel Road",positive,,,,"open spaces, donation"
1885-10-08,Bath Chronicle and Weekly Gazette,Political,6,"Registration Court, Whitechapel",neutral,,,,"politics, voting"
1885-10-09,Morning Post,Music and Dancing Licenses,6,"Jewish Working Men's Club, Whitechapel",neutral,,,,"licenses, dancing, music"
1885-10-10,The Graphic,Magazines,7,"Toynbee Hall, Whitechapel",positive,,,,Literature
1885-10-10,Buckingham Advertiser,Epitome of News,3,Guildhall Police Court; Whitechapel,negative,,yes,,"roubles, forgery"
1885-10-10,Buckingham Advertiser,Epitome of News,3,"Toynbee Hall, Whitechapel",positive,,,,"education, improvement"
1885-10-10,Bury Free Press,Epitome of News,3,Guildhall Police Court; Whitechapel,negative,,yes,,"roubles, forgery"
1885-10-11,Lloyd's Weekly Newspaper,Miscellaneous Summary,2,"Tenter-street, Whitechapel",neutral,,,,accident
1885-10-11,Lloyd's Weekly Newspaper,University Teaching,7,"Toynbee Hall, Whitechapel",positive,,,,"education, lectures"
1885-10-11,Lloyd's Weekly Newspaper,Coroner's Inquests,3,"35 George Yard common lodging house, Whitechapel",neutral,,,,"accident, inquest, death"
1885-10-11,Reynolds's Newspaper,"Yesterday's Law, Police, etc.",8,"34 Leman street, Whitechapel",negative,,yes,,"breaking and entering, burglary"
1885-10-12,Morning Post,Police Intelligence,6,"34 Leman street, Whitechapel",negative,,yes,,"breaking and entering, burglary"
1885-10-12,London Evening Standard,Police Intelligence,6,21 Mulberry street,negative,,yes,,kidnapping
1885-10-16,Daily Gazette for Middlesborough,At Grisseltow's,4,Spitalfields Church; Whitechapel,negative,,,yes,common lodging house
1885-10-19,Morning Post,Police Intelligence,6,"26 Back Church lane, Whitechapel",negative,yes,yes,,"sexual assault, roughs"
1885-10-19,Morning Post,Fires in the Metropolis,6,"Size yard, Whitechapel Road",neutral,,,,fire
1885-10-19,Pall Mall Gazette,Occasional Notes,3,Thames Police Court,negative,yes,yes,,"sexual assault, roughs"
1885-10-19,Pall Mall Gazette,A Brutal Outrage,10,Thames Police Court,negative,yes,yes,,"sexual assault, roughs"
1885-10-19,London Evening Standard,Fires in London,3,"Size yard, Whitechapel Road",neutral,,,,fire
1885-10-20,London Evening Standard,The London School Board Election,2,"Jewish Working Men's Club, Whitechapel",neutral,,,,"election, politics, education"
1885-10-20,London Evening Standard,Police Intelligence,6,Worship Street Police Court; Whitechapel road,negative,,yes,,"fight, disorderly conduct"
1885-10-21,Edinburgh Evening News,A Cruel Trick,3,"Martha Street, Whitechapel",negative,,yes,,"assault, blinding"
1885-10-21,Morning Post,Police Intelligence,3,"39 Rutland street, New-road, Whitechapel",negative,,yes,,"robbery, theft"
1885-10-22,Morning Post,Police Intelligence,6,"Vine Court, Whitechapel",negative,,yes,,"theft, costermonger"
1885-10-23,Morning Post,Lord Salisbury and the Depression of Trade,3,"Trafalgar Hotel, Leman Street, Whitechapel",neutral,,,yes,"sugar bounties, politics"
1885-10-23,London Evening Standard,The Government and the Depression of Trade,2,"Trafalgar Hotel, Leman Street, Whitechapel",neutral,,,,"sugar bounties, politics"
1885-10-23,St. James's Gazette,The Royal Commission on Trade,12,"Trafalgar Hotel, Leman Street, Whitechapel",neutral,,,,"sugar bounties, politics"
1885-10-24,Morning Post,Police Intelligence,3,"Church lane, Whitechapel",negative,yes,yes,,sexual assault
1885-10-25,Lloyd's Weekly Newspaper,A Van Race in Fenchurch street,3,"Osborne street, Whitechapel",negative,,yes,,"racing, drinking"
1885-10-25,Lloyd's Weekly Newspaper,Fires in the Metropolis,12,"38 Charlotte Street, Whitechapel",neutral,,,,fire
1885-10-25,Reynolds's Newspaper,Fires in London,8,"38 Charlotte Street, Whitechapel",neutral,,,,fire
1885-10-25,Bath Chronicle and Weekly Gazette,"Ecclesiastical, etc.",6,"St. Mary's, Whitechapel",neutral,,,,religion
1885-10-26,Birmingham Daily Post,Gleanings,6,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-10-28,St. James's Gazette,Highway Robberies in the East End,13,Whitechapel Road,negative,,yes,,robbery
1885-10-28,Morning Post,Police Intelligence,6,Whitechapel Road,negative,,yes,,robbery
1885-10-29,Portsmouth Evening News,Wife Murder,3,"London Hospital, Whitechapel",negative,,yes,,"murder, domestic abuse"
1885-10-29,Portsmouth Evening News,"The ""Pall Mall Gazette"" and Its Secret Commission-Charge of Abduction",3,"Lady Lake-grove, Whitechapel",negative,yes,yes,,abduction
1885-10-29,Nottingham Evening Post,The Armstrong Abduction Case,3,"Ladylake grove, Whitechapel",negative,yes,yes,,abduction
1885-10-30,Morning Post,Police Intelligence,6,"Brunswick Buildings, Whitechapel",negative,,yes,,"suspected robbery, banknotes"
1885-10-30,London Evening Standard,Police Intelligence,3,"Brunswick Buildings, Whitechapel",negative,,yes,,"suspected robbery, banknotes"
1885-10-30,Nottingham Evening Post,Alleged Outrage,3,  Whitechapel,negative,yes,yes,,sexual assault
1885-10-31,London Evening Standard,The Abduction Trial,2,"23 Lady Lake, Whitechapel",negative,yes,yes,,"abduction, testimony"
1885-10-31,Morning Post,Arrangements for this Day,5,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-10-31,Freeman's Journal,The New Criminal Law Amendment Act in Operation,7,Thames Police Court,negative,yes,yes,,sexual assault
1885-10-31,Illustrated Police News,Exciting Scene at a Fire,2,27-28 Whitechapel Road,neutral,,,,fire
1885-10-31,Leicester Chronicle,Our Ladies' Column,9,"Pavilion Theatre, Whitechapel",negative,,,yes,"Emmigration, Salvation Army"
1885-10-31,Western Daily Press,Religious Services in Places of Amusement,2,"Pavillion Theatre, Whitechapel",positive,,,,religion
1885-10-31,London Daily News,The School Board Election,5,"St. Mary's Schools, Whitechapel",neutral,,,,"election, education, politics"
1885-10-31,London Daily News,To-Day,5,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-10-31,Sheffield Independent,Topics of the Day,9,"Artisans' Lodgings, Whitechapel",negative,,,yes,"rent, dwellings"
1885-10-31,Pall Mall Gazette,Royalties this Day,8,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-10-31,Aberdeen Free Press,The Armstrong Abduction Case,5,"Ladylake road, Whitechapel",negative,yes,yes,,"abduction, testimony"
1885-10-31,Aberdeen Journal,The Armstrong Abduction Case,5,"Ladylake road, Whitechapel",negative,yes,yes,,"abduction, testimony"
1885-10-31,Birmingham Daily Post,On the resumption...,4,"Ladylake road, Whitechapel",negative,yes,yes,,"abduction, testimony"
1885-10-31,Pall Mall Gazette,The New Working Lads' Institute,6,"Working Lads' Institute, Whitechapel road",positive,,,,"royal visit, improvement"
1885-11-01,Lloyd's Weekly Newspaper,Police Intelligence,12,"70 Baker's Row, Whitechapel",negative,,yes,yes,"breaking and entering, burglary"
1885-11-01,Reynolds's Newspaper,"Yesterday's Law, Police, etc.",8,"70 Baker's Row, Whitechapel",negative,,yes,yes,"breaking and entering, burglary"
1885-11-01,Reynolds's Newspaper,Working Lads' Institute,8,"Working Lads' Institute, Whitechapel",positive,,,yes,"improvement, royal visit"
1885-11-02,Pall Mall Gazette,Royalty in the East End,10,"Working Lads' Institute, Whitechapel",positive,,,,"royal visit, improvement"
1885-11-02,Morning Post,Royal Visit to the East End,3,"Working Lads' Institute, Whitechapel",positive,,,,"royal visit, improvement"
1885-11-02,London Daily News,The Working Lads' Institute,6,"Working Lads' Institute, Whitechapel",positive,,,yes,"royal visit, improvement, religion"
1885-11-02,St. James's Gazette,Royal Visit to Whitechapel,12,"Working Lads' Institute, Whitechapel",positive,,,,"royal visit, improvement"
1885-11-02,Aberdeen Evening Express,Royalty in Whitechapel,2,"Working Lads' Institute, Whitechapel",positive,,,,"royal visit, improvement"
1885-11-03,St. James's Gazette,The Armstrong Abduction Case,8,"23 Lady Lake Grove, Whitechapel",negative,yes,yes,,"trial, abduction"
1885-11-03,Bury and Norwich Post,Royalty at the East End,8,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-11-07,London Daily News,The Shocking Assault on an Austrian Girl,6,"Church-lane, Whitechapel",neutral,yes,yes,,"sexual assault, roughs, witnesses"
1885-11-07,Pall Mall Gazette,The Shocking Assault on an Austrian Girl,10,"Church-lane, Whitechapel",neutral,yes,yes,,"sexual assault, roughs, witnesses"
1885-11-07,The Graphic,Working Lads' Institute,4,"Working Lads' Institute, Whitechapel",positive,,,yes,"royal visit, improvement"
1885-11-07,Beverley and East Riding Recorder,Epitome of News,3,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-11-07,Bucks Herald,London Letter,8,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-11-07,Chepstow Weekly Advertiser,Serious Charge Against a Diamond Merchant,4,"Goulstone street, Whitechapel",negative,,yes,,theft
1885-11-07,Chepstow Weekly Advertiser,Royalty in the East End,4,"Working Lads' Institute, Whitechapel",positive,,,,royal visit
1885-11-08,Reynolds's Newspaper,The Rev. George Davenport...,1,"St. Mark's Vicarage, Whitechapel",neutral,,,,religion
1885-11-09,Birmingham Daily Post,Gleanings,7,Worship Street Police Court; Whitechapel,negative,,yes,,"breaking and entering, burglary"
1885-11-11,Morning Post,Arrangements for this Day,5,"St. Mary's Schools, Whitechapel Road",neutral,,,,"election, politics"
1885-11-12,London Evening Standard,Mr. Chamberlain and the Sugar Bounties,3,"Central Club Rooms, Whitechapel",neutral,,,,"sugar bounties, politics"
1885-11-13,Morning Post,Election Intelligence,2,"St. Botolph's Schools, Royal Mint Street",neutral,,,,"elections, politics"
1885-11-14,The Era,The annual benefit of...,10,"London Hospital, Whitechapel Road",positive,,,,charity
1885-11-14,London Evening Standard,Middlesex Sessions,2,"New Castle street, Whitechapel",negative,,yes,,"sexual assault, trial"
1885-11-14,Illustrated Police News,Shocking Murder by Armed Burglars,2,Whitechapel Road,negative,,yes,,"threats, murder"
1885-11-15,Reynolds's Newspaper,Outrage on an Austrian Girl,5,"Church lane, Whitechapel",negative,yes,yes,,"sexual assault, trial"
1885-11-16,Yorkshire Gazette,Mysterious Death on the Railway,4,"Whitechapel Station, East London Railway",negative,,,,"death, railway"
1885-11-17,Morning Post,"The St. Olave, Old Jewry...",5,"St. Mark's, Whitechapel",neutral,,,,"religion, lecture"
1885-11-17,London Evening Standard,Fire in Whitechapel,3,107 Whitehorse-street,neutral,,,,"fire, accident"
1885-11-19,London Daily News,Mr. S. Montagu in Whitechapel,6,"St. Paul's School, Wellclose-square",neutral,,,,"politics, election, Home Rule"
1885-11-21,Morning Post,Police Intelligence,2,  Whitechapel,negative,,yes,,fraud
1885-11-21,Illustrated Police News,Attempting to Pick Pockets,4,Whitechapel Road,negative,,yes,,"theft, evidence"
1885-11-21,London Daily News,Preachers for To-morrow,3,"Pavilion Theatre, Whitechapel Road East",neutral,,,,"religion, preaching"
1885-11-24,Pall Mall Gazette,Threatening a Canvasser,9,"Newnham-street, Whitechapel",negative,,yes,,"politics, election, threats"
1885-11-24,St. James's Gazette,Rioutous Election Proceedings,8,"Newnham-street, Whitechapel",negative,,yes,,"politics, election, threats"
1885-11-26,Banbury Advertiser,Rioutous Election Proceedings,6,"Newnham-street, Whitechapel",negative,,yes,,"politics, election, threats"
